N° de factura,Fecha de factura,ID Cliente,País,Cantidad,Monto
542628,2021-01-31,14426.0,United Kingdom,9,"132,35"
553710,2021-05-18,17338.0,United Kingdom,98,"300,05"
561525,2021-07-27,00000,United Kingdom,-1,"0,00"
564912,2021-08-31,12490.0,France,201,"424,06"
C553877,2021-05-19,13319.0,United Kingdom,-3,"-13,45"
538715,2020-12-14,14907.0,United Kingdom,118,"325,22"
566495,2021-09-13,15529.0,United Kingdom,808,"817,04"
564629,2021-08-26,14866.0,United Kingdom,384,"940,80"
559364,2021-07-08,17735.0,United Kingdom,412,"761,92"
566271,2021-09-11,14250.0,United Kingdom,866,"1228,83"
555502,2021-06-03,00000,United Kingdom,14,"82,90"
564995,2021-08-31,16780.0,United Kingdom,172,"263,30"
578943,2021-11-27,15009.0,United Kingdom,165,"348,84"
561352,2021-07-26,18094.0,United Kingdom,206,"416,90"
542776,2021-02-01,15240.0,United Kingdom,306,"312,90"
578670,2021-11-24,17323.0,United Kingdom,3,"4,95"
547688,2021-03-24,12971.0,United Kingdom,52,"137,40"
569124,2021-09-30,15172.0,United Kingdom,387,"361,21"
554981,2021-05-29,17613.0,United Kingdom,210,"415,04"
563091,2021-08-11,12994.0,United Kingdom,137,"292,87"
545299,2021-03-01,00000,United Kingdom,1,"4,95"
C553851,2021-05-19,15811.0,United Kingdom,-4,"-12,60"
580637,2021-12-05,15033.0,United Kingdom,138,"167,80"
551836,2021-05-04,17394.0,United Kingdom,241,"203,87"
536540,2020-12-01,14911.0,EIRE,231,"540,38"
541965,2021-01-24,12625.0,Germany,909,"1716,62"
542614,2021-01-30,15708.0,United Kingdom,63,"197,25"
565736,2021-09-06,13784.0,United Kingdom,432,"155,52"
568051,2021-09-23,18189.0,United Kingdom,214,"457,14"
559677,2021-07-11,17340.0,United Kingdom,4,"15,00"
552220,2021-05-06,00000,United Kingdom,1,"0,00"
C556117,2021-06-09,12802.0,Netherlands,-12,"-15,00"
570427,2021-10-10,17462.0,United Kingdom,72,"212,28"
559462,2021-07-08,16523.0,United Kingdom,139,"314,85"
579358,2021-11-29,16992.0,United Kingdom,81,"214,45"
537872,2020-12-08,00000,United Kingdom,1,"0,00"
571197,2021-10-14,16413.0,United Kingdom,148,"262,20"
545182,2021-02-28,14046.0,United Kingdom,460,"154,99"
C564206,2021-08-24,14301.0,United Kingdom,-6,"-8,10"
561058,2021-07-24,17724.0,United Kingdom,78,"373,10"
552272,2021-05-08,13694.0,United Kingdom,746,"1128,94"
562259,2021-08-03,15400.0,United Kingdom,72,"85,20"
544466,2021-02-20,14606.0,United Kingdom,97,"113,85"
580516,2021-12-04,17954.0,United Kingdom,280,"292,96"
560102,2021-07-14,13994.0,United Kingdom,96,"288,57"
544457,2021-02-20,14667.0,United Kingdom,160,"333,60"
566615,2021-09-13,00000,United Kingdom,344,"0,00"
561615,2021-07-28,13319.0,United Kingdom,170,"358,64"
539718,2020-12-21,00000,United Kingdom,248,"1261,19"
565543,2021-09-05,00000,United Kingdom,8,"0,00"
540397,2021-01-06,13187.0,United Kingdom,95,"236,02"
543161,2021-02-03,14497.0,United Kingdom,235,"475,37"
574043,2021-11-02,16367.0,United Kingdom,556,"633,58"
548186,2021-03-29,13777.0,United Kingdom,254,"539,30"
554028,2021-05-20,15410.0,United Kingdom,240,"809,92"
579430,2021-11-29,12748.0,United Kingdom,132,"198,33"
560367,2021-07-18,00000,United Kingdom,1,"12,75"
566694,2021-09-14,16401.0,United Kingdom,248,"318,24"
C537763,2020-12-08,16713.0,United Kingdom,-1,"-7,95"
C570006,2021-10-07,14217.0,United Kingdom,-1,"-4,95"
552268,2021-05-08,14709.0,United Kingdom,290,"426,84"
575481,2021-11-09,15679.0,United Kingdom,682,"474,40"
C564214,2021-08-24,16996.0,United Kingdom,-7,"-20,65"
549494,2021-04-08,00000,United Kingdom,6,"0,00"
C571473,2021-10-17,12679.0,France,-3,"-3,18"
540264,2021-01-06,17949.0,United Kingdom,600,"432,00"
579690,2021-11-30,15060.0,United Kingdom,93,"141,72"
571916,2021-10-19,14776.0,United Kingdom,24,"15,60"
537841,2020-12-08,13848.0,United Kingdom,1000,"320,00"
552844,2021-05-11,12649.0,Germany,204,"375,00"
551966,2021-05-05,15356.0,United Kingdom,225,"369,95"
537867,2020-12-08,16717.0,United Kingdom,75,"307,25"
C560317,2021-07-18,15527.0,United Kingdom,-3,"-16,85"
539254,2020-12-16,13199.0,United Kingdom,216,"243,12"
C542645,2021-01-31,14180.0,United Kingdom,-1,"-12,75"
581385,2021-12-08,13298.0,United Kingdom,96,"360,00"
547696,2021-03-24,00000,United Kingdom,12,"0,00"
555551,2021-06-05,14696.0,United Kingdom,185,"298,79"
576259,2021-11-14,12957.0,United Kingdom,162,"407,92"
C538121,2020-12-09,15535.0,United Kingdom,-1,"-12,75"
569465,2021-10-04,00000,United Kingdom,-1440,"0,00"
554269,2021-05-23,13223.0,United Kingdom,40,"62,40"
578027,2021-11-22,15977.0,United Kingdom,706,"699,10"
552708,2021-05-10,13487.0,United Kingdom,128,"215,65"
572541,2021-10-24,17315.0,United Kingdom,65,"138,01"
574528,2021-11-04,16782.0,United Kingdom,62,"155,25"
574666,2021-11-06,16168.0,United Kingdom,144,"257,76"
536756,2020-12-02,00000,United Kingdom,23,"66,65"
C540171,2021-01-05,14527.0,United Kingdom,-1,"-22,97"
542509,2021-01-28,00000,United Kingdom,3,"0,00"
537241,2020-12-06,14293.0,United Kingdom,172,"364,92"
551533,2021-05-01,15407.0,United Kingdom,77,"164,86"
C572831,2021-10-26,14895.0,United Kingdom,-13,"-35,20"
540567,2021-01-10,16850.0,United Kingdom,249,"332,41"
553381,2021-05-16,13456.0,United Kingdom,100,"207,66"
572067,2021-10-20,16099.0,United Kingdom,72,"139,80"
C539104,2020-12-16,12494.0,France,-3,"-4,95"
546856,2021-03-17,15433.0,United Kingdom,416,"372,64"
576689,2021-11-16,16657.0,United Kingdom,254,"258,24"
547814,2021-03-25,13452.0,United Kingdom,1,"295,00"
541973,2021-01-24,16730.0,United Kingdom,445,"187,02"
578361,2021-11-24,13638.0,United Kingdom,93,"122,64"
C551867,2021-05-04,16227.0,United Kingdom,-2,"-5,90"
557324,2021-06-20,00000,United Kingdom,372,"1674,72"
566746,2021-09-14,13321.0,United Kingdom,140,"259,04"
557470,2021-06-20,13798.0,United Kingdom,256,"589,44"
573033,2021-10-27,14099.0,United Kingdom,161,"217,27"
550302,2021-04-17,14156.0,EIRE,151,"446,74"
578108,2021-11-23,14912.0,Italy,526,"385,06"
562844,2021-08-10,12444.0,Norway,68,"757,07"
579460,2021-11-29,00000,United Kingdom,-151,"0,00"
574477,2021-11-04,15453.0,United Kingdom,270,"350,43"
543179,2021-02-04,12754.0,Japan,14,"21,64"
555648,2021-06-06,14623.0,United Kingdom,91,"205,18"
576878,2021-11-16,18059.0,United Kingdom,52,"86,60"
557029,2021-06-16,00000,United Kingdom,-24,"0,00"
536437,2020-12-01,13694.0,United Kingdom,1004,"842,12"
540982,2021-01-12,00000,United Kingdom,1,"0,00"
559927,2021-07-13,17567.0,United Kingdom,364,"461,08"
550126,2021-04-14,12853.0,United Kingdom,74,"129,50"
567954,2021-09-23,13004.0,United Kingdom,426,"340,21"
553165,2021-05-13,13623.0,United Kingdom,36,"147,58"
555007,2021-05-31,13694.0,United Kingdom,144,"208,80"
579435,2021-11-29,16782.0,United Kingdom,6,"43,50"
547656,2021-03-24,13263.0,United Kingdom,149,"217,56"
556179,2021-06-09,13756.0,United Kingdom,426,"308,20"
560405,2021-07-18,00000,United Kingdom,1,"0,00"
580556,2021-12-05,16513.0,United Kingdom,44,"121,80"
546944,2021-03-18,14701.0,United Kingdom,98,"567,44"
549053,2021-04-06,13863.0,United Kingdom,224,"305,78"
579293,2021-11-29,14419.0,United Kingdom,86,"216,75"
546007,2021-03-08,00000,United Kingdom,302,"1273,26"
571426,2021-10-17,15179.0,United Kingdom,222,"188,55"
563362,2021-08-15,15114.0,United Kingdom,262,"191,14"
572100,2021-10-20,16705.0,United Kingdom,12,"143,40"
561228,2021-07-26,12431.0,Australia,72,"118,80"
581475,2021-12-09,13069.0,United Kingdom,352,"280,24"
546922,2021-03-18,14110.0,United Kingdom,388,"904,26"
540364,2021-01-06,14505.0,United Kingdom,95,"317,06"
578298,2021-11-23,12619.0,Germany,461,"398,70"
554142,2021-05-23,15288.0,United Kingdom,136,"471,60"
565753,2021-09-06,13538.0,United Kingdom,12,"99,00"
C566743,2021-09-14,14299.0,United Kingdom,-1,"-15,95"
559655,2021-07-11,00000,United Kingdom,-124,"0,00"
542470,2021-01-28,14133.0,United Kingdom,152,"318,00"
551862,2021-05-04,17384.0,United Kingdom,43,"227,65"
566973,2021-09-16,15152.0,United Kingdom,240,"329,02"
541903,2021-01-24,15039.0,United Kingdom,12,"91,80"
545584,2021-03-04,00000,United Kingdom,1,"7,95"
564482,2021-08-25,13149.0,United Kingdom,326,"249,72"
576063,2021-11-13,15502.0,United Kingdom,115,"330,45"
542544,2021-01-28,00000,United Kingdom,-10,"0,00"
560856,2021-07-21,16607.0,United Kingdom,431,"421,70"
553356,2021-05-16,14038.0,United Kingdom,501,"716,32"
545065,2021-02-27,12431.0,Australia,217,"412,55"
565617,2021-09-05,00000,United Kingdom,476,"1458,44"
571457,2021-10-17,12963.0,United Kingdom,84,"105,22"
570501,2021-10-11,14857.0,United Kingdom,276,"650,60"
568174,2021-09-25,16261.0,United Kingdom,45,"144,05"
558338,2021-06-28,16824.0,United Kingdom,134,"222,90"
561732,2021-07-29,14511.0,United Kingdom,72,"138,16"
C538362,2020-12-10,15179.0,United Kingdom,-30,"-16,50"
545909,2021-03-08,15819.0,United Kingdom,522,"639,64"
540003,2021-01-04,16875.0,United Kingdom,140,"368,80"
559809,2021-07-12,16409.0,United Kingdom,142,"235,71"
536813,2020-12-02,15646.0,United Kingdom,230,"189,80"
554629,2021-05-25,15882.0,United Kingdom,106,"135,14"
565157,2021-09-01,16168.0,United Kingdom,48,"85,92"
558746,2021-07-01,14415.0,United Kingdom,143,"215,75"
570877,2021-10-13,16523.0,United Kingdom,120,"249,60"
539043,2020-12-15,12928.0,United Kingdom,250,"392,34"
559928,2021-07-14,12405.0,Finland,857,"1710,39"
570448,2021-10-10,13224.0,United Kingdom,853,"943,69"
572321,2021-10-24,15592.0,United Kingdom,354,"388,58"
C537157,2020-12-05,15880.0,United Kingdom,-24,"-30,00"
552452,2021-05-09,13752.0,United Kingdom,108,"148,08"
571910,2021-10-19,00000,United Kingdom,1,"3,75"
538708,2020-12-14,16202.0,United Kingdom,191,"365,27"
560294,2021-07-18,00000,United Kingdom,20,"148,37"
577161,2021-11-18,18210.0,United Kingdom,120,"280,30"
572678,2021-10-25,13182.0,United Kingdom,201,"121,18"
554985,2021-05-29,12426.0,Germany,258,"582,73"
558569,2021-06-30,00000,United Kingdom,2,"5,10"
543300,2021-02-07,13334.0,United Kingdom,836,"1660,44"
575072,2021-11-08,14560.0,United Kingdom,44,"60,60"
559123,2021-07-06,17341.0,United Kingdom,188,"253,26"
C546647,2021-03-15,17419.0,United Kingdom,-1,"-10,75"
537616,2020-12-07,16904.0,United Kingdom,2,"15,90"
569086,2021-09-30,17949.0,United Kingdom,1000,"720,00"
539293,2020-12-16,18223.0,United Kingdom,195,"501,69"
576070,2021-11-13,13451.0,United Kingdom,385,"512,76"
575887,2021-11-11,17243.0,United Kingdom,124,"424,20"
550539,2021-04-19,13479.0,United Kingdom,89,"144,35"
553686,2021-05-18,14911.0,EIRE,636,"1414,36"
552842,2021-05-11,17888.0,United Kingdom,32,"56,65"
544633,2021-02-22,17315.0,United Kingdom,116,"131,80"
574080,2021-11-02,16348.0,United Kingdom,77,"212,19"
571698,2021-10-18,13805.0,United Kingdom,1172,"424,36"
580364,2021-12-02,13309.0,United Kingdom,316,"234,88"
C545836,2021-03-07,14606.0,United Kingdom,-3,"-11,05"
568233,2021-09-26,00000,United Kingdom,-147,"0,00"
548403,2021-03-31,14794.0,United Kingdom,1,"16,95"
563480,2021-08-16,00000,United Kingdom,1,"2,45"
569323,2021-10-03,16912.0,United Kingdom,5,"32,85"
542111,2021-01-25,14341.0,United Kingdom,170,"224,48"
571732,2021-10-19,16298.0,United Kingdom,84,"239,24"
542788,2021-02-01,16570.0,United Kingdom,342,"450,06"
579174,2021-11-28,13266.0,United Kingdom,315,"309,51"
549289,2021-04-07,14395.0,United Kingdom,152,"188,13"
562387,2021-08-04,13402.0,United Kingdom,289,"312,95"
553316,2021-05-16,12682.0,France,59,"139,88"
558243,2021-06-27,00000,United Kingdom,10,"3,42"
565090,2021-09-01,17572.0,United Kingdom,24,"43,80"
C580989,2021-12-06,12709.0,Germany,-1,"-1,65"
548618,2021-04-01,15197.0,United Kingdom,124,"216,75"
566729,2021-09-14,14562.0,United Kingdom,27,"177,44"
C577164,2021-11-18,16678.0,United Kingdom,-1,"-4,41"
578995,2021-11-27,15861.0,United Kingdom,589,"599,62"
554162,2021-05-23,16722.0,United Kingdom,454,"397,78"
552232,2021-05-06,00000,United Kingdom,697,"2293,79"
558740,2021-07-01,16775.0,United Kingdom,28,"111,70"
573579,2021-10-31,15033.0,United Kingdom,122,"163,96"
539498,2020-12-20,15279.0,United Kingdom,189,"290,51"
569366,2021-10-03,18102.0,United Kingdom,114,"647,52"
562366,2021-08-04,17692.0,United Kingdom,108,"117,48"
C539943,2020-12-23,14032.0,United Kingdom,-4,"-6,20"
547363,2021-03-22,00000,United Kingdom,-232,"0,00"
559020,2021-07-05,14034.0,United Kingdom,13,"18,74"
C554330,2021-05-23,12749.0,United Kingdom,-14,"-77,00"
555516,2021-06-05,17706.0,United Kingdom,100,"302,42"
549316,2021-04-08,12705.0,Germany,757,"1321,25"
575915,2021-11-11,15903.0,United Kingdom,456,"1405,20"
557641,2021-06-21,00000,United Kingdom,43,"252,74"
C548464,2021-03-31,13043.0,United Kingdom,-3,"-44,85"
570731,2021-10-12,15038.0,United Kingdom,12,"15,00"
C553372,2021-05-16,00000,United Kingdom,-2,"-328,73"
578333,2021-11-24,12471.0,Germany,202,"332,96"
570403,2021-10-10,00000,United Kingdom,-61,"0,00"
559199,2021-07-07,15288.0,United Kingdom,148,"382,36"
566778,2021-09-15,17961.0,United Kingdom,65,"74,56"
561207,2021-07-25,13110.0,United Kingdom,2,"7,04"
539039,2020-12-15,13124.0,United Kingdom,930,"1256,32"
573922,2021-11-02,14032.0,United Kingdom,56,"102,72"
538689,2020-12-14,13050.0,United Kingdom,146,"300,92"
539766,2020-12-22,14092.0,United Kingdom,150,"351,08"
581220,2021-12-08,13924.0,United Kingdom,642,"302,40"
557271,2021-06-19,17769.0,United Kingdom,302,"624,12"
546684,2021-03-16,16152.0,United Kingdom,642,"1829,04"
536944,2020-12-03,12557.0,Spain,400,"620,00"
577025,2021-11-17,16161.0,United Kingdom,174,"363,62"
555233,2021-06-01,13917.0,United Kingdom,38,"65,38"
541411,2021-01-17,17961.0,United Kingdom,5,"9,75"
557789,2021-06-22,12379.0,Belgium,211,"459,84"
577508,2021-11-20,18127.0,United Kingdom,109,"185,34"
549715,2021-04-11,13203.0,United Kingdom,145,"165,71"
558730,2021-07-01,00000,United Kingdom,-1,"0,00"
544937,2021-02-25,12839.0,United Kingdom,212,"351,56"
565143,2021-09-01,17386.0,United Kingdom,2,"3,30"
538565,2020-12-13,13069.0,United Kingdom,2,"1,90"
571696,2021-10-18,15604.0,United Kingdom,159,"216,39"
C546864,2021-03-17,13319.0,United Kingdom,-4,"-23,40"
554697,2021-05-25,14584.0,United Kingdom,104,"220,38"
C566978,2021-09-16,14177.0,United Kingdom,-1,"-4,95"
569472,2021-10-04,14515.0,United Kingdom,399,"583,42"
560387,2021-07-18,14667.0,United Kingdom,109,"179,41"
540516,2021-01-09,16326.0,United Kingdom,66,"267,20"
572320,2021-10-24,16325.0,United Kingdom,74,"178,22"
C571854,2021-10-19,15826.0,United Kingdom,-1,"-4,95"
562049,2021-08-02,14133.0,United Kingdom,172,"267,72"
568186,2021-09-25,17837.0,United Kingdom,66,"172,69"
540563,2021-01-10,15100.0,United Kingdom,16,"175,20"
580500,2021-12-04,17131.0,United Kingdom,418,"1067,33"
571055,2021-10-13,14975.0,United Kingdom,380,"279,94"
542398,2021-01-27,13174.0,United Kingdom,270,"692,30"
562215,2021-08-03,00000,United Kingdom,100,"0,00"
549276,2021-04-07,16745.0,United Kingdom,152,"267,10"
C560905,2021-07-21,13468.0,United Kingdom,-3,"-9,87"
567129,2021-09-16,00000,United Kingdom,24,"0,00"
562204,2021-08-03,16324.0,United Kingdom,184,"258,17"
571198,2021-10-14,00000,United Kingdom,48,"0,00"
543179,2021-02-04,12754.0,Japan,23,"23,93"
545851,2021-03-07,15026.0,United Kingdom,58,"108,98"
573934,2021-11-02,17719.0,United Kingdom,110,"307,14"
548448,2021-03-31,18041.0,United Kingdom,275,"225,49"
555820,2021-06-07,16133.0,United Kingdom,196,"304,72"
577484,2021-11-20,13536.0,United Kingdom,463,"492,94"
549433,2021-04-08,16709.0,United Kingdom,26,"149,90"
563904,2021-08-21,13397.0,United Kingdom,58,"247,72"
548494,2021-03-31,16698.0,United Kingdom,520,"1182,00"
551661,2021-05-03,15656.0,United Kingdom,11,"63,91"
557127,2021-06-16,15014.0,United Kingdom,68,"117,73"
561288,2021-07-26,13379.0,United Kingdom,166,"136,29"
543626,2021-02-10,15796.0,United Kingdom,124,"343,92"
C558354,2021-06-28,14854.0,United Kingdom,-10,"-9,94"
551028,2021-04-26,13842.0,United Kingdom,99,"308,73"
547046,2021-03-20,13725.0,United Kingdom,137,"146,87"
559010,2021-07-05,14911.0,EIRE,21,"205,60"
540595,2021-01-10,14321.0,United Kingdom,645,"326,82"
579391,2021-11-29,14251.0,United Kingdom,380,"490,68"
563015,2021-08-11,00000,United Kingdom,380,"0,00"
572563,2021-10-25,12928.0,United Kingdom,216,"334,00"
547102,2021-03-21,14245.0,United Kingdom,631,"1005,10"
C541603,2021-01-19,14572.0,United Kingdom,-1,"-14,95"
540168,2021-01-05,13715.0,United Kingdom,239,"445,22"
562377,2021-08-04,14535.0,United Kingdom,506,"799,94"
547516,2021-03-23,15189.0,United Kingdom,44,"385,80"
567807,2021-09-22,17027.0,United Kingdom,129,"222,01"
544342,2021-02-18,00000,United Kingdom,-53,"0,00"
C555328,2021-06-02,16449.0,United Kingdom,-8,"-33,00"
548329,2021-03-30,16584.0,United Kingdom,488,"611,94"
579548,2021-11-30,15073.0,United Kingdom,63,"181,45"
541013,2021-01-13,15694.0,United Kingdom,109,"397,79"
559368,2021-07-08,17031.0,United Kingdom,125,"225,95"
565665,2021-09-05,15856.0,United Kingdom,285,"488,21"
C540006,2021-01-04,14606.0,United Kingdom,-3,"-31,80"
570718,2021-10-12,12518.0,Germany,324,"381,06"
568343,2021-09-26,16839.0,United Kingdom,382,"418,82"
537235,2020-12-06,17381.0,United Kingdom,1464,"2567,64"
560867,2021-07-21,00000,United Kingdom,-21,"0,00"
572070,2021-10-20,15587.0,United Kingdom,36,"111,96"
544686,2021-02-22,12748.0,United Kingdom,4,"7,80"
558751,2021-07-03,16009.0,United Kingdom,208,"462,19"
578299,2021-11-23,16660.0,United Kingdom,223,"426,09"
548376,2021-03-30,00000,United Kingdom,-80,"0,00"
578099,2021-11-23,12452.0,Switzerland,183,"350,57"
565728,2021-09-06,17716.0,United Kingdom,304,"549,70"
577823,2021-11-22,16107.0,United Kingdom,216,"392,40"
546440,2021-03-14,16871.0,United Kingdom,256,"535,02"
551007,2021-04-26,00000,United Kingdom,73,"562,77"
577803,2021-11-21,00000,United Kingdom,8,"16,08"
546366,2021-03-11,12748.0,United Kingdom,75,"106,11"
573003,2021-10-27,14646.0,Netherlands,2400,"4992,00"
574752,2021-11-07,17164.0,United Kingdom,12,"24,96"
559350,2021-07-07,16842.0,United Kingdom,179,"346,38"
C537408,2020-12-06,15502.0,United Kingdom,-18,"-25,50"
564631,2021-08-26,17451.0,United Kingdom,267,"346,01"
564919,2021-08-31,00000,United Kingdom,8,"0,00"
C549922,2021-04-13,15674.0,United Kingdom,-1,"-12,75"
556482,2021-06-12,17242.0,United Kingdom,411,"709,44"
559710,2021-07-12,12474.0,Germany,125,"191,60"
C566071,2021-09-08,17997.0,United Kingdom,-139,"-338,95"
577062,2021-11-17,18221.0,United Kingdom,197,"162,95"
572935,2021-10-27,14189.0,United Kingdom,446,"467,50"
C572027,2021-10-20,15754.0,United Kingdom,-2,"-2,90"
572026,2021-10-20,13245.0,United Kingdom,125,"430,50"
546539,2021-03-14,00000,United Kingdom,1,"2,95"
564633,2021-08-26,00000,United Kingdom,400,"0,00"
539201,2020-12-16,14878.0,United Kingdom,135,"322,01"
553396,2021-05-16,00000,United Kingdom,-21,"0,00"
552240,2021-05-06,13723.0,United Kingdom,43,"199,85"
C576576,2021-11-15,17521.0,United Kingdom,-1,"-1,25"
561395,2021-07-27,13999.0,United Kingdom,166,"358,70"
564312,2021-08-24,15769.0,United Kingdom,1584,"3744,00"
539982,2020-12-23,15311.0,United Kingdom,65,"256,61"
C540847,2021-01-11,13458.0,United Kingdom,-8,"-11,60"
C556458,2021-06-10,15491.0,United Kingdom,-22,"-9,24"
570521,2021-10-11,12371.0,Switzerland,582,"1527,96"
576322,2021-11-14,12642.0,Germany,167,"354,85"
547044,2021-03-20,14071.0,United Kingdom,200,"225,40"
552059,2021-05-06,17470.0,United Kingdom,282,"140,58"
580772,2021-12-06,15992.0,United Kingdom,17,"41,99"
565860,2021-09-07,12748.0,United Kingdom,24,"9,36"
578997,2021-11-27,18001.0,United Kingdom,78,"165,00"
555925,2021-06-07,00000,United Kingdom,257,"1227,03"
550659,2021-04-20,17730.0,United Kingdom,296,"347,17"
575613,2021-11-10,00000,United Kingdom,-6,"0,00"
C560540,2021-07-19,12415.0,Australia,-97,"-158,65"
553829,2021-05-19,16455.0,United Kingdom,114,"188,10"
577729,2021-11-21,15179.0,United Kingdom,422,"563,28"
C569956,2021-10-06,14944.0,United Kingdom,-6,"-17,70"
552677,2021-05-10,00000,United Kingdom,104,"754,55"
536566,2020-12-01,16928.0,United Kingdom,93,"116,25"
553676,2021-05-18,16553.0,United Kingdom,566,"647,26"
569701,2021-10-05,12723.0,France,2,"33,90"
573310,2021-10-28,00000,United Kingdom,3,"9,89"
565779,2021-09-06,15804.0,United Kingdom,391,"477,93"
542233,2021-01-26,13098.0,United Kingdom,211,"648,80"
573259,2021-10-28,00000,United Kingdom,-77,"0,00"
